formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Lipvas 40 mg (strip of 10 tablets),Lipvas,10.0,30,1,7ac388ad681b45d2bdd5c2e912afbb2e,PADMAVATI ENTERPRISES,162529,3072267,80693,LIPVATN03A,2021-01-15 10:45:53+00,21.5430,1331
Cotton Balls Tulips (pack of 50),Cotton Balls Tulips,50,50,1,c4ad1a68e7f042219f40092112a5564b,PADMAVATI ENTERPRISES,162529,3072267,88370,TULIPCP01A,2021-01-15 10:45:53+00,0.9200,A000485
Saibol 15 gm (box of 1 ointment),Saibol,1,4,1,213b8ef9baa746d59265fbb864c69cfa,PADMAVATI ENTERPRISES,162529,3072267,88704,SAIBOCT01A,2021-01-15 10:45:53+00,33.0000,47
Pentab D 40 mg (strip of 10 tablets),Pentab D,10,10,1,48297aa587cb4da8bbf05891a8befb2b,PADMAVATI ENTERPRISES,162529,3072267,88915,PENTATN03A,2021-01-15 10:45:53+00,10.9900,1177
Steripad (Sterilised Dressing Pad) 5cmx7cm,Steripad (Sterilised Dressing Pad),1,12,1,acfbc34a23c94277934d9ab0627f180f,PADMAVATI ENTERPRISES,162529,3072267,90894,STERISN02A,2021-01-15 10:45:53+00,25.0000,1347
Dermi 5 15 gm cream,Dermi 5,1,4,1,09f419dab5884cb68b4e72d558eab777,PADMAVATI ENTERPRISES,162529,3072267,90958,DERMICT03A,2021-01-15 10:45:53+00,49.5000,258
B Colex (strip of 10 tablets),B Colex,10,20,1,be56ce06fc494bab927880b1c45eeae7,PADMAVATI ENTERPRISES,162529,3072267,91873,BCOLECN02A,2021-01-15 10:45:53+00,4.7000,671
Dermiford 15 gm cream,Dermiford,1,3,1,e9361442084745c0a3771a5100c4268e,PADMAVATI ENTERPRISES,162529,3072267,100509,DERMICT05A,2021-01-15 10:45:53+00,85.0000,A000534
Cipcal D3 1 gm (box of 1 sachet),Cipcal D3,1,2,1,0d4f0391eea94eacacb5d13cda1cb998,PADMAVATI ENTERPRISES,162529,3072267,108395,CIPCASN02A,2021-01-15 10:45:53+00,36.3000,
Omron Digital Thermometer Mc-246,Omron Digital Thermometer Mc-246,1,1,1,8698b3e23ee0469aa025b27376c56483,PADMAVATI ENTERPRISES,162529,3072267,108413,OMRONTD01A,2021-01-15 10:45:53+00,290.0000,
Cipzox (strip of 6 tablets),Cipzox ,6,6,1,3e67f08c2cad4627ab53d74298667e3a,PADMAVATI ENTERPRISES,162529,3072267,142259,CIPZOTN02A,2021-01-15 10:45:53+00,10.1667,776
Bd Ultrafine Nano 31 G (packet of 5 needles),Bd Ultrafine Nano 31 G,5,195,1,0bbc402c82a349ee8abb9f9535694dd4,PADMAVATI ENTERPRISES,162529,3072267,156870,BDULTNP04A,2021-01-15 10:45:53+00,15.4000,
Sensodyne Rapid Relief 80 gm tooth paste,Sensodyne Rapid Relief,1,3,1,ef66e1375b874d3eb265365e1155698e,Bhagerathi Enterprises,162530,325554,48076,SENSOTT03A,2021-01-15 10:45:53+00,160.0000,SENSOTT03A
Junior Horlicks Original (Vanilla) Stage 2 500 gm Refill powder,Junior Horlicks Original (Vanilla) Stage 2,1,3,1,7bfd904512b043c4bdde5382aeb7ee97,Bhagerathi Enterprises,162530,325554,74427,JUNIOPB01A,2021-01-15 10:45:53+00,273.0000,JUNIOPB01A
Eno Regular 100 gm powder,Eno,1,3,1,fce070b263df4bfcb4f742bdadd9abf0,Bhagerathi Enterprises,162530,325554,84446,ENOZZPN01A,2021-01-15 10:45:53+00,120.0000,
Stayfree Secure Cottony Soft regular (pack of 20),Stayfree Secure Cottony Soft,20,40,1,a0fd1d86e2384ac3b9b0676ea84b561d,Bhagerathi Enterprises,162530,325554,88195,STAYFPP06A,2021-01-15 10:45:53+00,3.9000,Stayfree Secure cottony 20s
Stayfree Dry Max Ultra Dry Regular (pack of 16),Stayfree Dry Max Ultra Dry Regular,16,16,1,5a040ee0012e45acbf76a38381d0c75f,Bhagerathi Enterprises,162530,325554,91079,STAYFPP22A,2021-01-15 10:45:53+00,10.9375,STAYFPP22A
Sensodyne Repair And Protection 100 gm tooth paste,Sensodyne Repair And Protection,1,3,1,d2124e9b7d4949cba55fd7f75433a16f,Bhagerathi Enterprises,162530,325554,91667,SENSOTT39A,2021-01-15 10:45:53+00,210.0000,
Sensodyne Sensitive (box of 1 toothbrush),Sensodyne Sensitive,1,3,1,4e5c222785bd412bbfad8bb71ef51951,Bhagerathi Enterprises,162530,325554,95368,SENSOBP02A,2021-01-15 10:45:53+00,50.0000,SENSOBP01A
Stayfree Secure Ultra Thin XL XL with wings (pack of 10),Stayfree Secure Ultra Thin XL,10,20,1,081e3cef2e1c4019985ce7c36eee911c,Bhagerathi Enterprises,162530,325554,98015,STAYFPP23A,2021-01-15 10:45:53+00,6.6000,STAYFREE SWCURE ULTRA-THIN XL WITH WINGS PADS 10
Boost Jar 500 gm powder,Boost Jar,1,3,1,8443cf10532349528e7020f03f528eac,Bhagerathi Enterprises,162530,325554,100045,BOOSTPN04A,2021-01-15 10:45:53+00,247.0000,BOOSTPB04A
Ob Pro Comfort Tampons Super (box of 20 tampons),Ob Pro Comfort Tampons Super,20,20,1,3a3121e7b4184b2990e0fe9f4022f815,Bhagerathi Enterprises,162530,325554,100331,OBPROTP01A,2021-01-15 10:45:53+00,11.5000,O.B TAMPO SUPER 20 S
Eno Lemon 100 gm powder,Eno,1,3,1,75c07bad52dc43548e47f6f37b3ebed7,Bhagerathi Enterprises,162530,325554,138780,ENOLEPN01A,2021-01-15 10:45:53+00,110.0000,ENOLEPN01A
Stayfree Secure Cottony Soft XL with wings (pack of 6),Stayfree Secure Cottony Soft XL with wings,6,6,1,7bd700c2ed994c17b2b105e2bc392338,Bhagerathi Enterprises,162530,325554,146858,STAYFPP25A,2021-01-15 10:45:53+00,6.0000,STAYFPP25A
Sensodyne Fresh Mint 70 gm tooth paste,Sensodyne Fresh Mint,1,3,1,41bed694c403477abcbdfc38b8675468,Bhagerathi Enterprises,162530,325554,148572,SENSOTT11A,2021-01-15 10:45:53+00,120.0000,
Clean And Clear Foaming Facewash 100ml (bottle of 1 face wash),Clean And Clear Foaming Facewash,1,3,1,38074257d462441fbc5924bf36ed8631,Bhagerathi Enterprises,162530,325554,149370,CLEANFB14A,2021-01-15 10:45:53+00,120.0000,C&C FACE WASH 100ML DTV-B
Stayfree Secure Xl (pack of 7),Stayfree Secure Xl,7,7,1,c354173b821540bbb6a42d6770672d08,Bhagerathi Enterprises,162530,325554,149428,STAYFPP19A,2021-01-15 10:45:53+00,5.7143,STAYFREE SECURE DRY XL 7S
Stayfree Secure Cottony Soft Cover Regular With Wings 7'S (pack of 7),Stayfree Secure Cottony Soft Cover Regular With Wings,7,14,1,7143a3bde73e4e7a960211c2d69df8c9,Bhagerathi Enterprises,162530,325554,150717,STAYFPP07A,2021-01-15 10:45:53+00,4.2857,STAYFREE SECURE DRY XL 7S
Eno Cool Lemon 5GM powder,Eno Cool Lemon,1,3,1,2c3fa3152d5948ffa4103eba2af34c4a,Bhagerathi Enterprises,162530,325554,150971,ENOCOPS02A,2021-01-15 10:45:53+00,8.0000,
Horlicks Junior Stage 1 Original Powder Jar 500GM powder,Horlicks Junior Stage 1 Original Powder Jar,1,3,1,5058fb7815cc413c952a24c16d3a03d8,Bhagerathi Enterprises,162530,325554,151275,HORLIPJ36A,2021-01-15 10:45:53+00,285.0000,
Johnsons Baby No More Tears 100 ml shampoo,Johnsons Baby No More Tears,1,3,1,b0743b796f524f75af8d115336019678,Bhagerathi Enterprises,162530,325554,151914,JOHNSSB01A,2021-01-15 10:45:53+00,90.0000,JB NO MORE TEARS SHAMPOO 100ML
Clean And Clear Morning Energy Berry 100 ML (bottle of 1 face wash),Clean And Clear Morning Energy Berry,1,3,1,4a4aff8ac2e04949b86d5a5787275db5,Bhagerathi Enterprises,162530,325554,154707,CLEANFB09A,2021-01-15 10:45:53+00,135.0000,CCFW ME ZINNIA (BERRY) 100ML
Clean And Clear Morning Energy Berry 50 ml (bottle of 1 face wash),Clean And Clear Morning Energy Berry,1,3,1,f75654acc0ee46b09f08b471adbb9c1c,Bhagerathi Enterprises,162530,325554,155788,CLEANFB08A,2021-01-15 10:45:53+00,75.0000,CCFW ME ZINNIA (BERRY) 50ML
Sensodyne Fresh 150 gm (tube of 1 gel),Sensodyne Fresh,1,3,1,5851727c0265453db9635e4c10ac1236,Bhagerathi Enterprises,162530,325554,157651,SENSOTT22A,2021-01-15 10:45:53+00,190.0000,
Sensodyne Fresh Gel 75gm tooth paste,Sensodyne Fresh Gel,1,3,1,7b9d9ce84bc945b6b8b052bb1de7e541,Bhagerathi Enterprises,162530,325554,163046,SENSOTT36A,2021-01-15 10:45:53+00,110.0000,
Sensodyne Repair And Protect 100 GM tooth paste,Sensodyne Repair And Protect,1,3,1,a951b66dfd35464289e23e50e84ce817,Bhagerathi Enterprises,162530,325554,163186,SENSOTT39A,2021-01-15 10:45:53+00,210.0000,
Sensodyne Sensitive Repair And Protect 100 gm tooth paste,Sensodyne Sensitive Repair And Protect,1,3,1,63ae4e3361fa4152967a0d98b80a01fe,Bhagerathi Enterprises,162530,325554,163297,SENSOTT04A,2021-01-15 10:45:53+00,210.0000,SENSOTT28A
Sensodyne Fresh Gel 80 gm tooth paste,Sensodyne Fresh Gel,1,3,1,051219e8e6e74d908b0721e706fd3838,Bhagerathi Enterprises,162530,325554,163816,SENSOGN04A,2021-01-15 10:45:53+00,110.0000,
Junior Horlicks Stage 2 4 6 Years Original Flavor Pet Jar 500gm powder,Junior Horlicks Stage 2 4 6 Years Original Flavor Pet Jar,1,3,1,d6d3687556e840739d83153f809b8fe4,Bhagerathi Enterprises,162530,325554,163891,HORLIPR01A,2021-01-15 10:45:53+00,273.0000,
Johnsons Band Aid Washproof Bandage 10 10 (pack of 10),Johnsons Band Aid Washproof Bandage 10,10,40,1,a08261d5b3e94216a50b4cdd9d3e5e08,Bhagerathi Enterprises,162530,325554,163893,JOHNSBP11A,2021-01-15 10:45:53+00,2.5000,BAND-AID W/P 10S (REGULAR)
Horlicks Women Health And Nutritional Drinks Chocolate Refill 400 gm powder,Horlicks Women Health And Nutritional Drinks Chocolate Refill,1,3,1,d673f3cc6a9044caa54a77598e019228,Bhagerathi Enterprises,162530,325554,164364,WOMENPR04A,2021-01-15 10:45:53+00,299.0000,
Sensodyne Fresh Mint 75 gm tooth paste,Sensodyne Fresh Mint,1,3,1,6072085cffd84fd8867fef6fbb5a4719,Bhagerathi Enterprises,162530,325554,164396,SENSOTT37A,2021-01-15 10:45:53+00,110.0000,SENSOTT37A
Horlicks Chocolate Delight Jar 500GM powder,Horlicks Chocolate Delight Jar,1,3,1,83366d062eea421f833ca29e66135068,Bhagerathi Enterprises,162530,325554,164564,HORLIPJ32A,2021-01-15 10:45:53+00,215.0000,
Horlicks Junior Pack Of 2 200 gm powder,Horlicks Junior Pack Of 2,1,3,1,571498955cb143b8b4373f0f24d440ff,Bhagerathi Enterprises,162530,325554,166188,HORLIPN01A,2021-01-15 10:45:53+00,190.0000,
O.B.Pro Comfort Tampons Heavy Flow (pack of 10),O.B.Pro Comfort Tampons Heavy Flow,10,10,1,9be5cb37cd044dd889b59afc01ebb9a7,Bhagerathi Enterprises,162530,325554,166488,OBPROTB01A,2021-01-15 10:45:53+00,13.0000,O.B TAMPON SUPER 10S BLOSSOM
Johnsons Baby 75 GM (packet of 1 soap),Johnsons Baby,1,3,1,7eb08c29b82b4b38b4d0ff75732bafa9,Bhagerathi Enterprises,162530,325554,167721,JOHNSSN03A,2021-01-15 10:45:53+00,52.0000,JOHNSON-S BABY SOAP 75GM
Eno Mosambi 5gm powder,Eno Mosambi,1,3,1,caf1a88a281041dcaf3db41b5e259107,Bhagerathi Enterprises,162530,325554,168179,ENOMAPS01A,2021-01-15 10:45:53+00,8.0000,
Horlicks Junior Stage 2 Original 456 500 gm powder,Horlicks Junior Stage 2 Original 456,1,3,1,a8d8335fe70544e78bc94144d3e30f90,Bhagerathi Enterprises,162530,325554,169214,HORLIPJ30A,2021-01-15 10:45:53+00,273.0000,
Ors L Rehydrate Apple Flavour 200 ml liquid,Ors L Rehydrate Apple Flavour,1,3,1,aa66a4b3e5154e4ba44bddd711ec6f62,Bhagerathi Enterprises,162530,325554,169323,ORSLRLT01A,2021-01-15 10:45:53+00,29.4000,
Iodex 16 GM (jar of 1 paste),Iodex,1,3,1,73d34b357273469aa43632df0f856b2f,Bhagerathi Enterprises,162530,325554,169777,IODEXLB01A,2021-01-15 10:45:53+00,75.0000,
Horlicks Growth Plus Vanilla 200 GM powder,Horlicks Growth Plus Vanilla,1,3,1,23dedfa1f76e472e97001a59cf0b850c,Bhagerathi Enterprises,162530,325554,171701,HORLIPB04A,2021-01-15 10:45:53+00,295.0000,
Sensodyne Fresh Mint Toothpaste 40 GM tooth paste,Sensodyne Fresh Mint Toothpaste,1,3,1,f2942e6152c34580bb9fe46a4164d11f,Bhagerathi Enterprises,162530,325554,172288,SENSOTT42A,2021-01-15 10:45:53+00,70.0000,
Sensodyne Daily Care (packet of 1 toothbrush),Sensodyne Daily Care,1,3,1,9a6b3f9ab356471c8fd441124cd67dde,Bhagerathi Enterprises,162530,325554,172930,SENSOBP03A,2021-01-15 10:45:53+00,30.0000,
Clean And Clear Morning Energy Lemon 100 ML (tube of 1 face wash),Clean And Clear Morning Energy Lemon,1,3,1,6bc4b17c52104c8d9d6e447ede0fdb64,Bhagerathi Enterprises,162530,325554,173089,CLEANFB11A,2021-01-15 10:45:53+00,135.0000,CCFW ME ZINNIA (LEMON) 100ML
Iodex Ultragel 15 GM (tube of 1 gel),Iodex Ultragel,1,3,1,51194eeab32c4822bb32770abea4b037,Bhagerathi Enterprises,162530,325554,180843,,2021-01-15 10:45:53+00,65.0000,
Standard Horlicks 500 GM powder,Standard Horlicks,1,3,1,356bd301e7b5416b9c8038f3830dd326,Bhagerathi Enterprises,162530,325554,185484,,2021-01-15 10:45:53+00,229.0000,
Sensodyne Sensitive Soft (packet of 1 toothbrush),Sensodyne Sensitive Soft,1,3,1,6e62782cdcdb426e84f381f14f958cb3,Bhagerathi Enterprises,162530,325554,185962,SENSOTP01A,2021-01-15 10:45:53+00,50.0000,
Junior Horlicks Vanilla Flavour 500 GM powder,Junior Horlicks Vanilla Flavour,1,3,1,8c03c8055ccd427d9dfcb57834d6afbf,Bhagerathi Enterprises,162530,325554,187796,,2021-01-15 10:45:53+00,288.0000,
Sensodyne Fresh Mint 150 gm tooth paste,Sensodyne Fresh Mint,1,11,1,f2d8c0196c5946f489b81b67dc531991,Bhagerathi Enterprises,162530,325554,48062,SENSOTT19A,2021-01-15 10:45:53+00,190.0000,SENSOTT24A
Listerine Original 500 ml (box of 1 mouth wash),Listerine Original,1,1,1,db523ac738f741349e2114bea246961c,Bhagerathi Enterprises,162530,325554,69784,LISTEMB06A,2021-01-15 10:45:53+00,265.0000,LISTRINE ORIGINAL 500
ORS L Plus Orange 200 ml solution,ORS L Plus Orange,1,24,1,0327700e93ba4c1892f9281ed2664969,Bhagerathi Enterprises,162530,325554,70180,ORSLZTN01A,2021-01-15 10:45:53+00,40.0000,ORS PLUS ORNGE DRINK
Eno Cola 5gm (box of 1 sachet),Eno,1,43,1,e1afe7f62512412d90b3a47d34536e7b,Bhagerathi Enterprises,162530,325554,84412,ENOFRPS01A,2021-01-15 10:45:53+00,8.0000,ENOFRPS01A
Eno Lemon 5 gm (box of 1 sachet),Eno,1,92,1,7dc4295ab2344832a827023335e9b675,Bhagerathi Enterprises,162530,325554,84420,ENOLEPB01A,2021-01-15 10:45:53+00,9.0000,ENOLEPB01A
Eno Orange 5 gm (box of 1 sachet),Eno,1,17,1,e9d00e1c678449c3a3f9423bd4cee192,Bhagerathi Enterprises,162530,325554,84433,ENOORPN02A,2021-01-15 10:45:53+00,8.0000,ENOORPN02A
Johnson's Baby Powder 700 gm baby powder,Johnson's Baby Powder,1,5,1,93366c28ba0244ca98f21d007bd7cc67,Bhagerathi Enterprises,162530,325554,84954,JOHNSPJ05A,2021-01-15 10:45:53+00,330.0000,JOHNSPJ05A
Stayfree Dry Max Ultra Dry XL (pack of 7),Stayfree Dry Max Ultra Dry XL,7,42,1,0c05888723b44df989d3890710f9c539,Bhagerathi Enterprises,162530,325554,89067,STAYFPP17A,2021-01-15 10:45:53+00,12.8571,STAYFPP17A
Johnsons Baby Top to Toe Wash 500 ml,Johnsons Baby Top to Toe Wash,1,1,1,fa3ecf9ab2904d44834532f1655bcea0,Bhagerathi Enterprises,162530,325554,89371,JOHNSLB11A,2021-01-15 10:45:53+00,320.0000,JOHNSON  TTT SHAMPOO 500ML BMR
Stayfree Advanced Ultra Comfort XL (pack of 28),Stayfree Advanced Ultra Comfort XL,28,28,1,cde51cc9c166432abda7618ac17fd08b,Bhagerathi Enterprises,162530,325554,89540,STAYFPP14A,2021-01-15 10:45:53+00,11.7857,STAYFREEE ADVANCED XL 28
Stayfree Secure Cottony Soft XL with wings (pack of 20),Stayfree Secure Cottony Soft,20,220,1,657e2778e998428eafe0863b14d99711,Bhagerathi Enterprises,162530,325554,92210,STAYFPP30A,2021-01-15 10:45:53+00,5.7500,Stayfree secure XL wings 20s
Stayfree Advanced All Night Ultra Comfort XL XL (pack of 7),Stayfree Advanced All Night Ultra Comfort XL,7,14,1,6602404a763c49fc8679ced2b3bc4a70,Bhagerathi Enterprises,162530,325554,95278,STAYFPP20A,2021-01-15 10:45:53+00,12.8571,Stayfree ut Advanced all night 7s
Women Horlicks Caramel (Jar) 400 gm powder,Women Horlicks Caramel (Jar),1,4,1,d950c73523134806890241e85f1791f1,Bhagerathi Enterprises,162530,325554,97838,WOMENPR01A,2021-01-15 10:45:53+00,299.0000,WOMENPJ04A
Horlicks chocolate 500 gm powder,Horlicks chocolate,1,8,1,5ef6f938afc746d0ab2ba5402b5c2132,Bhagerathi Enterprises,162530,325554,98364,HORLIPJ05A,2021-01-15 10:45:53+00,221.0000,
Horlicks Women Caramel Refill 400 gm powder,Horlicks Women Caramel Refill,1,3,1,361da912a97b4a41afc41208e9b6f0e7,Bhagerathi Enterprises,162530,325554,101405,WOMENPR03A,2021-01-15 10:45:53+00,284.0000,WOMENPR01A
bandaid flexi spot (pack of 30),bandaid flexi spot,30,150,1,fcb64ce095aa4f239b11f1f520f40561,Bhagerathi Enterprises,162530,325554,103035,JOHNSBP14A,2021-01-15 10:45:53+00,2.0000,BAND AID FLEXI SPOTS 30 N
Boost Refill 1000 gm powder,Boost Refill,1,11,1,1c81a8837b8641b98d60bfa19e42168c,Bhagerathi Enterprises,162530,325554,118109,BOOSTPN05A,2021-01-15 10:45:53+00,450.0000,BOOSTPN05A
Mothers Horlicks Vanilla Flavour Refill 500 gm powder,Mothers Horlicks Vanilla Flavour Refill,1,2,1,dc82495799604f09b67dbcb56037de4b,Bhagerathi Enterprises,162530,325554,146696,MOTHEPP01A,2021-01-15 10:45:53+00,525.0000,MOTHEPP01A
Stayfree Dry Max All Night Ultra Dry XL (pack of 14),Stayfree Dry Max All Night Ultra Dry XL,14,42,1,8a3b4a1a70684c28a5e839bc1917aa26,Bhagerathi Enterprises,162530,325554,146850,STAYFPP21A,2021-01-15 10:45:53+00,12.5000,Stayfree drymax AN 14s m9
Johnsons Baby Milk Rice 100 gm cream,Johnsons Baby Milk Rice,1,1,1,2f7627f193964e04937e98a7841f2c31,Bhagerathi Enterprises,162530,325554,147177,JOHNSCT06A,2021-01-15 10:45:53+00,145.0000,JOHNSONS-S MILK+ RICE CREAM 100GM
Sensodyne Sensitive Repair And Protect 70GM tooth paste,Sensodyne Sensitive Repair And Protect,1,6,1,7a876be8a9b34b6ea3f08087540c2204,Bhagerathi Enterprises,162530,325554,149331,SENSOTT05A,2021-01-15 10:45:53+00,175.0000,
Iodex 40 GM cream,Iodex,1,3,1,59c83237c2b3425a8c3bb47e4be650c9,Bhagerathi Enterprises,162530,325554,163183,IODEXOT01A,2021-01-15 10:45:53+00,130.0000,
Women Horlicks Chocolate Powder 400gm powder,Women Horlicks Chocolate Powder,1,3,1,39bd7994d00f433c9a8a09cd04a6cdf3,Bhagerathi Enterprises,162530,325554,163751,WOMENPR04A,2021-01-15 10:45:53+00,299.0000,WOMENPR04A
Sensodyne Rapid Relief 40 gm tooth paste,Sensodyne Rapid Relief,1,11,1,4c9dab6d18aa46df95e7febb61f326f1,Bhagerathi Enterprises,162530,325554,164198,SENSOTT01A,2021-01-15 10:45:53+00,90.0000,
Stayfree Secure Cottony Soft Cover Sanitary Pads With Wings (pack of 20),Stayfree Secure Cottony Soft Cover Sanitary Pads With Wings,20,40,1,5aac2351239242ca925a51368f57fdd8,Bhagerathi Enterprises,162530,325554,165778,STAYFPP09A,2021-01-15 10:45:53+00,5.7500,
Johnsons Cotton Buds Gentle (pack of 150),Johnsons Cotton Buds Gentle,150,900,1,012a837992de42e89ba7758dc801b82c,Bhagerathi Enterprises,162530,325554,172690,JOHNSBP13A,2021-01-15 10:45:53+00,0.6000,JOHNSBJ06A
Ors Prolyte Apple Flavour 200 ml liquid,Ors Prolyte Apple Flavour,1,6,1,498d09b9cb0944fd919639ae6c109bc8,Bhagerathi Enterprises,162530,325554,173701,ORSPRLT02A,2021-01-15 10:45:53+00,29.4000,
Cheston 100 ml (box of 1 expectorant),Cheston,1,3,1,f78de710bd734145ab5821d175504b73,Shubh Enterprises,162531,192436,61038,CHESTEN01A,2021-01-15 10:45:54+00,63.5000,4072
Eldervit 12 powdered for injection,Eldervit,1,5,1,4df151682a3045dda0afeb5c2cffc688,Shubh Enterprises,162531,192436,66199,ELDERIV01A,2021-01-15 10:45:54+00,27.1000,1617
Telephone Sat Isabgol Husk 200 gm powder,Telephone Sat Isabgol Husk,1,3,1,aa192ad37c8f41ebb2661097d69232b2,Shubh Enterprises,162531,192436,88397,SATISPN03A,2021-01-15 10:45:54+00,195.0000,4631
Hicks Digital Thermometer,Hicks Digital Thermometer,1,3,1,c1dc714e67404341aeae7f2c5a7917d4,Shubh Enterprises,162531,192436,89761,HICKSDD01A,2021-01-15 10:45:54+00,169.0000,3490
Kare In Adult Diaper Pants(Pull Up) Medium (pack of 10),Kare In Adult Diaper Pants(Pull Up),10,10,1,34517345427f40298113ad5acca3d295,Shubh Enterprises,162531,192436,90433,KAREIDP03A,2021-01-15 10:45:54+00,52.0000,3051
Friends Ultrathin Underpads With Gel Technology (pack of 10),Friends Ultrathin Underpads With Gel Technology,10,10,1,54085b9bd5c44940996edf15b9fdb75f,Shubh Enterprises,162531,192436,93104,FRIENPP02A,2021-01-15 10:45:54+00,42.5000,1778
Myfair 20 gm cream,Myfair,1,3,1,31804c1e657e46299b4f5a5973ac76f0,Shubh Enterprises,162531,192436,93953,MYFAIOT01A,2021-01-15 10:45:54+00,195.0000,2177
Naselin Nasal 10 dpi nasal spray,Naselin Nasal,1,1,1,d3263fa2bae14cbaa52cf9e774d074d7,Shubh Enterprises,162531,192436,2330,NASELSB01A,2021-01-15 10:45:54+00,69.5000,3888
Brevoxyl Creamy Wash 50 mg (box of 1 ointment),Brevoxyl Creamy Wash,1,6,1,6c465928960d4f01805ad058a85ec160,Shubh Enterprises,162531,192436,4100,BREVOLT01A,2021-01-15 10:45:54+00,153.2500,
Vigora 100 mg (strip of 4 tablets),Vigora,4,8,1,9ec20f3af17c4cf68ad4f8aeca9e21f7,Shubh Enterprises,162531,192436,22149,VIGORTN02A,2021-01-15 10:45:54+00,29.0000,2725
Rockbon (strip of 10 tablets),Rockbon ,10,40,1,592363e66ee64a299acb783a676247aa,Shubh Enterprises,162531,192436,56266,ROCKBTS01A,2021-01-15 10:45:54+00,21.2760,
Cotaryl cream,Cotaryl ,50 g,8,1,a2ad2c70778c48bc806a3d609fc38cb2,Shubh Enterprises,162531,192436,59238,COTARCN01A,2021-01-15 10:45:54+00,93.5000,
Cremadiet 140 gm powder,Cremadiet,1,2,1,14567dfa07c540a7bce6c3599662aa2a,Shubh Enterprises,162531,192436,62019,CREMAPN03A,2021-01-15 10:45:54+00,111.2300,
Montewok Lc Tab (strip of 10 tablets),Montewok Lc Tab,10,10,1,a2313dc31e894ee49b67303563a48934,Shubh Enterprises,162531,192436,71076,MONTETS32A,2021-01-15 10:45:54+00,16.4080,2154
Movexx Sp Tab (strip of 10 tablets),Movexx Sp Tab,10.0,10,1,8f5776ec1b3f4521b2076845bb0daaba,Shubh Enterprises,162531,192436,71095,MOVEXTN09A,2021-01-15 10:45:54+00,9.6000,2159
Rabiwok Dsr (strip of 10 capsules),Rabiwok Dsr,10,30,1,26e3a23c9bb042aeb8c667d989fefe80,Shubh Enterprises,162531,192436,73397,RABIWCN02A,2021-01-15 10:45:54+00,12.1180,2433
Cipcal 250 mg (strip of 30 tablets),Cipcal,30,150,1,dfbc906162a042ddabaa6646127d734d,Shubh Enterprises,162531,192436,87687,CIPCATN01A,2021-01-15 10:45:54+00,2.4333,1392
UroBag Romo - 30 (Urine Bag) 2000ml,UroBag Romo - 30 (Urine Bag),1,1,1,0e4abf84430c4619a87f21a115ba265d,Shubh Enterprises,162531,192436,88313,ROMO1UP01A,2021-01-15 10:45:54+00,302.0000,2488
Myovedic 100 ml (box of 1 oil),Myovedic,1,2,1,35da83b22742498c86ddd36cc5e16896,Shubh Enterprises,162531,192436,88359,MYOVEOB01A,2021-01-15 10:45:54+00,260.0000,4560
Everan 50 mg (strip of 10 tablets),Everan,10,40,1,1e6399e18cc847629e374a80516e42b5,Shubh Enterprises,162531,192436,89308,EVERATS01A,2021-01-15 10:45:54+00,2.0000,1667
BD Ultra Fine II Syringe 40 IU (pack of 10),BD Ultra Fine II Syringe,10,30,1,630d0eaad05e436fa56b52cfc50c611d,Shubh Enterprises,162531,192436,89409,BDINSSN01A,2021-01-15 10:45:54+00,8.9000,4237
Kare In Adult Diaper Pants(Pull Up) Large (pack of 10),Kare In Adult Diaper Pants(Pull Up),10,30,1,3f51b786526f4eddb27f7ebf6aa0f58c,Shubh Enterprises,162531,192436,89692,ADULTDP03A,2021-01-15 10:45:54+00,60.0000,3050
Omnigel 50 gm (box of 1 gel),Omnigel,1,1,1,fd3731445a1740f8b118e17b1b27d0f6,Shubh Enterprises,162531,192436,89747,OMNIGGT02A,2021-01-15 10:45:54+00,148.0000,2296
Nicip Cold And Flu (strip of 10 tablets),Nicip Cold And Flu,10,50,1,3494dfd17c6a40b6884ea761cf329413,Shubh Enterprises,162531,192436,92161,NICIPTS01A,2021-01-15 10:45:54+00,5.8000,2209
Sambose Gm 2 mg (strip of 10 tablets),Sambose Gm,10,110,1,477bad0675a1432d8fb39b0cff76b4c5,Shubh Enterprises,162531,192436,92356,SAMBOTS01A,2021-01-15 10:45:54+00,9.0000,
Powergin (strip of 10 tablets),Powergin,10,30,1,da77c98a97c04b988e92da447c7cdbe2,Shubh Enterprises,162531,192436,92956,POWERTS15A,2021-01-15 10:45:54+00,4.5000,2901
Steripad (Sterilised Dressing Pad) 10cm x 20cm,Steripad (Sterilised Dressing Pad),1,23,1,f5fa764c503e4791abca583e1d707b4e,Shubh Enterprises,162531,192436,95046,SEASOSP01A,2021-01-15 10:45:54+00,54.0000,2589
Absorbent Cotton Wool I.P (Roll) 225 gm,Absorbent Cotton Wool I.P (Roll),1,3,1,c471deebb23d4ba098cc6d655f87fda1,Shubh Enterprises,162531,192436,97326,ABSORCP13A,2021-01-15 10:45:54+00,110.0000,1037
Becoplex (strip of 15 capsules),Becoplex,15,90,1,fbdf8a68c876418fac564e2d9d4e11d6,Shubh Enterprises,162531,192436,101043,BECOPCS02A,2021-01-15 10:45:54+00,3.0000,2982
